"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Housing Units with 0 Vehicles Available","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Zip Code Tabulation Area","85603","AZ","85603","=""85603""","3.80","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85605","AZ","85605","=""85605""","6.61","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85606","AZ","85606","=""85606""","6.77","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85607","AZ","85607","=""85607""","9.10","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85608","AZ","85608","=""85608""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85609","AZ","85609","=""85609""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85610","AZ","85610","=""85610""","9.18","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85611","AZ","85611","=""85611""","1.54","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85613","AZ","85613","=""85613""","1.10","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85614","AZ","85614","=""85614""","5.75","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85615","AZ","85615","=""85615""","0.91","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85616","AZ","85616","=""85616""","4.37","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85617","AZ","85617","=""85617""","4.64","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85618","AZ","85618","=""85618""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85619","AZ","85619","=""85619""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85620","AZ","85620","=""85620""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85621","AZ","85621","=""85621""","9.73","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85622","AZ","85622","=""85622""","1.24","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85623","AZ","85623","=""85623""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85624","AZ","85624","=""85624""","2.25","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85625","AZ","85625","=""85625""","3.71","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85626","AZ","85626","=""85626""","8.20","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85627","AZ","85627","=""85627""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85629","AZ","85629","=""85629""","2.53","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85630","AZ","85630","=""85630""","7.06","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85631","AZ","85631","=""85631""","2.92","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85632","AZ","85632","=""85632""","3.77","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85633","AZ","85633","=""85633""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85634","AZ","85634","=""85634""","32.88","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85635","AZ","85635","=""85635""","4.88","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85637","AZ","85637","=""85637""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85638","AZ","85638","=""85638""","5.09","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85639","AZ","85639","=""85639""","38.57","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85640","AZ","85640","=""85640""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85641","AZ","85641","=""85641""","0.96","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85643","AZ","85643","=""85643""","2.57","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85645","AZ","85645","=""85645""","2.83","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85646","AZ","85646","=""85646""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85648","AZ","85648","=""85648""","1.69","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85650","AZ","85650","=""85650""","6.73","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85653","AZ","85653","=""85653""","3.09","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85654","AZ","85654","=""85654""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85658","AZ","85658","=""85658""","2.68","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85701","AZ","85701","=""85701""","20.08","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85704","AZ","85704","=""85704""","6.50","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85705","AZ","85705","=""85705""","13.99","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85706","AZ","85706","=""85706""","7.05","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85707","AZ","85707","=""85707""","47.62","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85708","AZ","85708","=""85708""","1.01","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85709","AZ","85709","=""85709""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85710","AZ","85710","=""85710""","11.14","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85711","AZ","85711","=""85711""","16.14","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85712","AZ","85712","=""85712""","12.22","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85713","AZ","85713","=""85713""","8.62","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85714","AZ","85714","=""85714""","16.55","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85715","AZ","85715","=""85715""","3.47","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85716","AZ","85716","=""85716""","10.78","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85718","AZ","85718","=""85718""","4.62","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85719","AZ","85719","=""85719""","13.92","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85721","AZ","85721","=""85721""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85723","AZ","85723","=""85723""","100.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85724","AZ","85724","=""85724""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85726","AZ","85726","=""85726""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85730","AZ","85730","=""85730""","7.42","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85734","AZ","85734","=""85734""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85735","AZ","85735","=""85735""","0.94","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85736","AZ","85736","=""85736""","3.51","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85737","AZ","85737","=""85737""","3.57","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85739","AZ","85739","=""85739""","1.68","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85741","AZ","85741","=""85741""","4.22","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85742","AZ","85742","=""85742""","2.50","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85743","AZ","85743","=""85743""","2.84","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85745","AZ","85745","=""85745""","7.01","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85746","AZ","85746","=""85746""","4.48","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85747","AZ","85747","=""85747""","2.24","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85748","AZ","85748","=""85748""","0.48","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85749","AZ","85749","=""85749""","1.50","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85750","AZ","85750","=""85750""","3.14","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85755","AZ","85755","=""85755""","2.20","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85756","AZ","85756","=""85756""","2.10","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85757","AZ","85757","=""85757""","5.33","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85901","AZ","85901","=""85901""","3.28","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85902","AZ","85902","=""85902""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85911","AZ","85911","=""85911""","33.99","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85912","AZ","85912","=""85912""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85920","AZ","85920","=""85920""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85922","AZ","85922","=""85922""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85923","AZ","85923","=""85923""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85924","AZ","85924","=""85924""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85925","AZ","85925","=""85925""","4.38","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85926","AZ","85926","=""85926""","34.91","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85927","AZ","85927","=""85927""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85928","AZ","85928","=""85928""","4.35","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85929","AZ","85929","=""85929""","3.72","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85930","AZ","85930","=""85930""","13.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85931","AZ","85931","=""85931""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85932","AZ","85932","=""85932""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85933","AZ","85933","=""85933""","1.10","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85934","AZ","85934","=""85934""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85935","AZ","85935","=""85935""","4.48","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85936","AZ","85936","=""85936""","4.01","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85937","AZ","85937","=""85937""","2.54","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85938","AZ","85938","=""85938""","7.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85939","AZ","85939","=""85939""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85940","AZ","85940","=""85940""","2.70","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85941","AZ","85941","=""85941""","16.53","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","85942","AZ","85942","=""85942""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86001","AZ","86001","=""86001""","7.23","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86003","AZ","86003","=""86003""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86004","AZ","86004","=""86004""","4.23","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86005","AZ","86005","=""86005""","3.52","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86011","AZ","86011","=""86011""","34.78","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86015","AZ","86015","=""86015""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86016","AZ","86016","=""86016""","65.22","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86017","AZ","86017","=""86017""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86018","AZ","86018","=""86018""","2.58","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86020","AZ","86020","=""86020""","12.31","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86021","AZ","86021","=""86021""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86022","AZ","86022","=""86022""","0.64","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86023","AZ","86023","=""86023""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86024","AZ","86024","=""86024""","5.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86025","AZ","86025","=""86025""","5.28","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86028","AZ","86028","=""86028""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86029","AZ","86029","=""86029""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86030","AZ","86030","=""86030""","24.11","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86031","AZ","86031","=""86031""","19.36","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86032","AZ","86032","=""86032""","2.26","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86033","AZ","86033","=""86033""","13.92","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86034","AZ","86034","=""86034""","14.19","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86035","AZ","86035","=""86035""","19.89","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86036","AZ","86036","=""86036""","15.28","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86038","AZ","86038","=""86038""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86039","AZ","86039","=""86039""","25.39","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86040","AZ","86040","=""86040""","5.10","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86042","AZ","86042","=""86042""","2.30","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86043","AZ","86043","=""86043""","18.60","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86044","AZ","86044","=""86044""","28.62","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86045","AZ","86045","=""86045""","10.16","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86046","AZ","86046","=""86046""","2.06","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86047","AZ","86047","=""86047""","6.87","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86052","AZ","86052","=""86052""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86053","AZ","86053","=""86053""","10.81","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86054","AZ","86054","=""86054""","34.88","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86301","AZ","86301","=""86301""","5.91","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86303","AZ","86303","=""86303""","5.74","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86305","AZ","86305","=""86305""","3.22","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86313","AZ","86313","=""86313""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86314","AZ","86314","=""86314""","2.28","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86315","AZ","86315","=""86315""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86320","AZ","86320","=""86320""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86321","AZ","86321","=""86321""","2.39","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86322","AZ","86322","=""86322""","3.12","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86323","AZ","86323","=""86323""","1.18","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86324","AZ","86324","=""86324""","2.35","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86325","AZ","86325","=""86325""","0.52","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86326","AZ","86326","=""86326""","9.13","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86327","AZ","86327","=""86327""","2.43","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86329","AZ","86329","=""86329""","4.65","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86331","AZ","86331","=""86331""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86332","AZ","86332","=""86332""","1.64","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86333","AZ","86333","=""86333""","10.47","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86334","AZ","86334","=""86334""","1.66","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86335","AZ","86335","=""86335""","2.76","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86336","AZ","86336","=""86336""","1.57","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86337","AZ","86337","=""86337""","1.59","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86338","AZ","86338","=""86338""","2.45","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86343","AZ","86343","=""86343""","2.94","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86351","AZ","86351","=""86351""","4.34","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86401","AZ","86401","=""86401""","5.07","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86403","AZ","86403","=""86403""","5.68","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86404","AZ","86404","=""86404""","3.22","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86406","AZ","86406","=""86406""","2.79","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86409","AZ","86409","=""86409""","5.84","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86411","AZ","86411","=""86411""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86413","AZ","86413","=""86413""","1.11","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86426","AZ","86426","=""86426""","1.22","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86429","AZ","86429","=""86429""","2.17","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86431","AZ","86431","=""86431""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86432","AZ","86432","=""86432""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86433","AZ","86433","=""86433""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86434","AZ","86434","=""86434""","11.14","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86435","AZ","86435","=""86435""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86436","AZ","86436","=""86436""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86437","AZ","86437","=""86437""","8.33","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86438","AZ","86438","=""86438""","1.59","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86440","AZ","86440","=""86440""","3.51","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86441","AZ","86441","=""86441""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86442","AZ","86442","=""86442""","5.22","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86443","AZ","86443","=""86443""","N/A","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86444","AZ","86444","=""86444""","3.51","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86445","AZ","86445","=""86445""","0.00","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86502","AZ","86502","=""86502""","20.47","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86503","AZ","86503","=""86503""","10.14","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86504","AZ","86504","=""86504""","11.82","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86505","AZ","86505","=""86505""","20.83","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86506","AZ","86506","=""86506""","17.87","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86507","AZ","86507","=""86507""","10.25","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86508","AZ","86508","=""86508""","23.56","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86510","AZ","86510","=""86510""","18.98","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86511","AZ","86511","=""86511""","16.76","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86512","AZ","86512","=""86512""","17.75","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86514","AZ","86514","=""86514""","8.60","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86520","AZ","86520","=""86520""","29.74","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86535","AZ","86535","=""86535""","21.55","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86538","AZ","86538","=""86538""","12.78","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86540","AZ","86540","=""86540""","17.51","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86544","AZ","86544","=""86544""","10.10","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86545","AZ","86545","=""86545""","5.86","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86547","AZ","86547","=""86547""","20.07","2020-2024","2020","Census","Arizona (State)"
"Zip Code Tabulation Area","86556","AZ","86556","=""86556""","27.50","2020-2024","2020","Census","Arizona (State)"
